nuopHlysRJSfJCKy8zyH5w,Tasty Chinese Kitchen,newark,416,4.0
5JEd2PRWLbWRLy3XrU75Yg,Taqueria Los Gallos,newark,671,3.5
_anR0d7K6-nwY1Ravk9VuA,O’ Sushi,newark,900,4.0
8TWq0VnTxGpu6zqNfnd8iw,New Ocean Chinese Restaurant,newark,118,3.5
tRwZY9QsmN5kpXH7yLLeZw,ID Company,newark,251,4.0
v62VOE9C3qMMn4mtMwFtNA,Chef Wu Chinese,newark,225,3.5
FolIOuNbRuW42xDcuyun5g,Cousin Cafe,newark,477,3.5
zDNr1OUJ0EhRTTk_E3UkjQ,Bonchon,newark,644,3.0
FB_1lBmawoR-oqVOt12TPQ,My Cafe,newark,429,4.0
B8le9tvyro8LXqEZ-s1CTw,Mama’s Papas,newark,14,5.0
YBynHB1vv0S72jZdrsQf0Q,Swiss Park Bar & Grille,newark,65,4.0
0l4Y-q9XSIEHusyyNeeTUA,+PLUS,newark,13,3.5
LZwp2yd1Abs8PDF1Wf8Ybg,Dat Q BBQ,newark,17,5.0
mHheaiL_9zgf3lg4OyB3cA,Naan Pizza,newark,47,4.0
TPpcVx14EUvNyQbqVAldJA,TIT BBQ,newark,96,2.5
XR3sMyIgkzwamFiUZktcew,Cloudland Rice Noodles,newark,150,3.0
8k3zeE0nvIrp9_0S1sHylw,W XYZ Bar,newark,29,4.0
WDVkTdIP8F9h7dNYchDucg,New Hwong Kok,newark,138,3.0
EJa3GZ07yFcp--5iBg8Kmg,Seoul Tofu House,newark,225,3.5
Usx2SKFJLJJtrSMt9bnZ3g,Indigo Burger,newark,324,4.5
zcoxkYM8YbMssGPxVCk9Sg,Bear Bitez,newark,587,4.5
XiZMgRdHEHNVMjbAEui3Vw,All Star Burgers,newark,279,4.0
e5A0ZnwiIZsGWROUTusneQ,Vons Chicken Newark,newark,114,4.0
ufBkpK4n3hCs3Z5exzjomg,Cal Eats Fresh Mexican Grill,newark,583,4.5
5JEd2PRWLbWRLy3XrU75Yg,Taqueria Los Gallos,newark,671,3.5
kcmOYC_GcAejftcoRTZrTQ,Urban Kitchen,newark,327,4.0
F_fsZcZsl4cnoQZi6vNm3A,McDonald’s,newark,145,1.5
in9vgUyO-5Qlx_nN4m2LKA,Wendy’s,newark,85,2.5
rBKUiC1zCZDGLTp9drpoYw,Taco Bell,newark,130,1.5
EThnqjaucsBgHD3IJGMWRA,Dino’s Grill,newark,397,4.0
8vk2mHj-nUZKX8c0U6tH6w,Jack in the Box,newark,73,1.5
Xr6EgCNu0itJoPfEMKYwpQ,Popeyes Louisiana Kitchen,newark,248,2.0
hrJHa6N-m_A9QEohl857iQ,Carl’s Jr,newark,56,2.0
_VxhA08oFyBuUD45HI-BdA,McDonald’s,newark,129,1.5
MucWhGVKjYtG1qyKfEy9zA,Carl’s Jr,newark,66,2.0
oOp-8Ru8rPyBnv5SMDBIVQ,Burger King,newark,74,1.5
iceJ9nrnKO61ILX3cEp-SA,Chipotle Mexican Grill,newark,323,2.5
c5cGD6d9nU_qYzjOzUfFSw,Panda Express,newark,131,2.5
i_GuYJ_1hmW-lHeQ4GmOiw,Lazy Dog Restaurant & Bar,newark,1617,4.0
nLkrR0wHXXbb0YM1bhEBNw,Taco Bell,newark,133,1.5
OieJLnUwZLt5Ly-y4STUEw,Los Gallos Taqueria,newark,80,3.5
xmvr36ZZszm2cxNV_cxTTg,BurgerIM,newark,46,3.5
1y4juqtkSJ9DPPZyRMi-xA,Mingkee Deli,newark,17,3.5
gQonIrI86Q6Q6eB_9DzE_Q,Huong Lan Sandwiches,newark,390,3.5
2gDegtklnluKFM9qyEWJVQ,Pupuseria y Taqueria Rosita,newark,346,4.0
17-N1Md9S1Ws0vm0EPJaAQ,Wingstop,newark,278,2.5
StOsDpqb8xoDFPr4vKQcmA,Super Mega Dilla,newark,0,0.0
38MgxMDXu0QuPFDWr-D1LQ,Papa Johns Pizza,newark,193,2.5
zDNr1OUJ0EhRTTk_E3UkjQ,Bonchon,newark,644,3.0
9afeWzkyA-B_cVjtHkRetQ,Asia Express,newark,206,4.0
PZZWfdj2PIfmHTyfsmItkg,Pop Churros,newark,518,4.0
kgPKs02FWVJdLi-v_xNZSg,The Ultimate Deli,newark,507,4.0
1AWVXBVj28OBvWiXSE_22Q,Subway,newark,35,3.5
H2nq0Jel2cZ5NU8ncsI22w,Subway,newark,27,2.0
GEaDTgDIE3C8KFkNMi9Mzg,Hibachi-San,newark,74,2.5
9YR0eKWctolVgwNiKL78MA,TOGO’S Sandwiches,newark,193,3.0
7ZZbTcqh8rl2uCB1x-uDlQ,Mexico Tortilla Factory & Delicatessen,newark,299,4.0
IrERCP68HhT3wTGFUsdJaA,A Thai Express,newark,149,3.5
MJi68LbnVXlkyggOQjZ_OA,La Huasteca Taqueria and Mini Market,newark,386,4.0
mog4wAikb1EnzwWSnKt-BQ,Tamper Room,fremont,37,5.0
zyDGcWX4CNlX9Jm6SEs37Q,Sizzling Lunch,fremont,410,4.5
HUXRBAnq-zruEgE2RFw9sQ,Ambrose Butchery,fremont,240,4.5
Ch5JHbQ9KKDeRfZXRJVo2g,Always Cool BBQ,fremont,153,4.5
UhMdgcDu6zRADR43uhyfYg,Billy Roys Burger,fremont,283,4.5
W_HLI03d4OxtcY0pTYpnNA,Five Grains Noodle House,fremont,1,5.0
P9JoWQhkA0BrnSz8Jh6wNw,Market Broiler - Fremont,fremont,2297,4.0
DcB3GAFTiIt1PV35bWAulA,The Yakitori Bar - Temp. CLOSED,fremont,283,4.0
p5uqf2ujdisFkjkMDAT9Ow,Sweet Garden,fremont,499,4.5
lWKz0garoPEFs7C4snpl1A,Sojo Ramen,fremont,392,4.0
V-jJBuj1ykpirhx7lsIB7A,Mas Fuego Restaurant,fremont,574,4.0
-lXBd1dhhjgPFZVj8fhwfQ,Renegade By Devout Coffee,fremont,34,4.5
onhCKATG1USpJ_mUjev1dg,Papa Nacho’s,fremont,2,4.0
n8qwBMx1007kmPRtcldq-Q,Garam Mirchi Pure Veg Indo-Chinese and Rajasthani Cuisine,fremont,82,4.0
Siykufe3TSR7xAxkjJL2cQ,Kiya Sushi,fremont,175,4.5
kL1gGuzyB-NWu2_Fj3RfWQ,Cantaritos Restaurant & Bar,fremont,204,4.0
oEXQY9eZ2e8fPRrBgS7Utw,Red Pot,fremont,50,4.5
WQInMCxF3EpwgvQa2vLQsg,SOHO Modern Japanese,fremont,187,4.5
j_Tko7_HIrjx334lmI8Dtg,Afghan Awasana Kabob,fremont,294,5.0
4vqm_oT6MWb1PsYju42odQ,Forest & Flour,fremont,49,4.5
4kS49_UjtkEn0PEjWhzFAg,STIX Grill & Bar,fremont,325,3.5
7BlSd63UNfopUCwSAQfVBw,Teo Chow Noodle Shack,fremont,920,4.0
vIC6NMct6v9a3k2XAgNUJA,Dish N Dash - Fremont,fremont,900,4.5
QakNGwY7lWOrFqXRL4-RaQ,Satayman,fremont,194,4.0
s_f_ZsFqWa1VJAAc1pXiqw,Sala Thai,fremont,2671,4.0
Hq34akidMdn87H9G-UAWTw,Le Moose Crepe Cafe,fremont,1531,4.0
F5quTpNFiYd2uTLDre7cIQ,Off The Record,fremont,176,4.0
6h8pCLeUisPsaBfRMrPMag,Fremont Afghan Kabob,fremont,790,4.0
8GGNNPwqqCwJdsu93R2Hww,The Kebab Shop,fremont,988,4.0
PZA2MNu-mjjAmhkOy36yVg,Amami Sushi Fremont,fremont,85,4.5
foRH7Qc5iRrUaPYb9d9dVw,Dosa Biryanizz Chaat Cafe,fremont,17,5.0
c4EhUK4Ibvv5oEjGuUEHSQ,A Sack of Potatoes,fremont,584,4.0
ECwrkLE0S1H9Xwv9Dm-TWg,Julie’s Noodle,fremont,9,4.5
Qu-U2jL_cEY_8SeQwyQHZA,Bob Sang Korean BBQ & Tofu,fremont,1360,4.0
DZR_JRTShGdXpdI3hv983w,Skillet’z Cafe,fremont,1722,4.0
RNcjliPefknN5_AtP9DwnQ,Rice Junky,fremont,337,4.5
pJZqBryo3LlyI9qjA5_quA,Melting Wok Korean Fusion,fremont,64,4.5
wDT-iLfWxr3OuQeQ9EkyPg,Soo Ja Fusion Bistro,fremont,343,4.0
4-Ee7OF73SyvOrypTkX2_A,MJ Sushi,fremont,413,4.5
mEYAzGtKxe2OhTuJMdNVhA,Toro Sushi Stone Grill & Bar,fremont,879,4.0
L_0CHuwKDqkY4ZYI6yAEtg,Old Street Chengpan Malatang,fremont,0,0.0
H8GLq1c-VXz6Krf_tWqqJw,Country Way,fremont,2645,4.0
Fp5lzSMV0XiJxSVbyc3sMA,Sushi Ken,fremont,167,4.5
aa6q_nvOz_m-pOY2CDtzHw,Federicos Grill,fremont,240,4.0
sDg03monU9sFPeFQ-pNOVA,King of Thai Noodles House,fremont,550,3.5
KMxBZiF7H0K32G5XfVmxQA,Pop’s Cafe Fremont,fremont,21,4.0
ICADaU0qlIzcJNbR7p9S-A,Cut The Crab,fremont,563,3.5
JPItDtK9nz1oMW2vt6XU3g,Papillon,fremont,1044,4.0
16Ag-p9HM0bFe0fokyJd_g,One Piece Lamian,fremont,207,4.5
UEqN3x-N3Tj-nUtmQC07HA,Osaka Marketplace,fremont,208,4.0
l1hlgGdBLs7NCX1LdJvgsw,Joyful Dim Sum Bistro,fremont,156,4.5
wc493deNyzxJ15ohGuNspA,Vons Chicken - Fremont,fremont,282,4.0
mp08Xq5aOHsu7_Hmi-binw,Red Hot Chilli Pepper,fremont,692,4.0
jevpPj2AC0_f_XPfI9pQ-g,Momo & Kebab,fremont,414,4.5
8oKmp2Wn0wRLhSfOma5ySg,Haidilao Hot Pot - Fremont,fremont,541,4.5
nmhHlWmWp-3bytn24wZ9Ag,Taiwan Porridge - Fremont,fremont,66,4.0
HBDLRLFEK0iUH6BT7N6NYA,Haleluya Ethiopian Gourmet,fremont,222,4.5
AGHHqWLDO4j82GreVa-1Kw,Mi Lindo Sinaloa,fremont,347,4.0
WhjrtEC7Osv5Uv-EXIexxQ,Gen Korean BBQ House,fremont,3055,4.0
KIabCVtMF-7nY9BAi1OfPQ,Cafe Mei,fremont,134,4.0
wM24MKgNxcWQ3WiZnE7kFA,Dog Haus,fremont,856,4.0
tq7sAK9jUNDu9dWvIECoNg,Kyain Kyain,fremont,413,4.5
uyJIoXr3uMyHr4b8OKaoWw,My Indian Pizza,fremont,0,0.0
oa0k4i-zi_TdE-DQvCJNmg,Bing’s Dumpling,fremont,896,4.0
FTzRWupfCuZS9QTW7FZtPA,The Port Of Peri Peri,fremont,422,3.5
MhOrBSvdsA6BjdVFifTuJA,Chicken Meets Rice,fremont,95,4.5
dBVwdKyHFFXq0JDx2-vI9Q,Shihlin Taiwan Street Snacks,fremont,31,4.5
HphCYkdiLuYYLSCVcMJQAg,Illegal Burgers,fremont,55,4.0
ijFn7RQ2oA_uIavUk8cz4g,RāwASF - Fremont,fremont,191,4.5
40DtuR_HxNuBVf_uSoy66Q,Keeku da Dhaba,fremont,198,4.5
RgNSWBuPr9u0TL3JdUfQIQ,Taqueria Extra,fremont,670,4.0
-_sdJ2OqotPD56GlkUJ5vQ,Chandni Chowk,fremont,59,4.0
iPQdMRyhPbgJ2XuIYhnezA,Kung Fu Dim Sum,fremont,55,4.5
ySYBbD38Aipr7aFm09nkig,R HaanThai,fremont,111,4.5
t0a-gmS9NoNFM6Gnt6sdvQ,Peri Peri Grill House,fremont,78,4.5
dg6wb-vGqaFwz8M5KhyV2Q,Best Asian Bistro,fremont,59,4.0
yGPrRXwbAHA9XQ4JaLY5RA,CK Cafe,fremont,55,4.0
OmBfvSt7sgFwSdsMxE-DFg,Nick The Greek - Fremont,fremont,179,4.0
W6yfcbyebeWMlBO8ojGGdQ,Doli’s Pupuseria & Taqueria,fremont,19,4.5
wbzxHGfqFbltVdjmKnblbw,Spoon Korean Bistro,fremont,313,4.0
6fUcBX3s3RgzcGEZlCTdjg,Amazing Basil & A Cup Of,fremont,102,4.0
OIfYExFHs06-Wc9ZAHnakg,Idly Express Fremont,fremont,105,4.5
eO5tJ35vZ2orLd1IY2-6Iw,Koja Kitchen Fremont,fremont,245,4.0
M3m4lxP0kWuFkIZcKwHKGg,Krispy Krunchy Chicken,fremont,74,4.0
ccSf48hq3QmZNbKIQVQeVg,Firechikz,fremont,42,3.5
0en4kJjaOittBdmNAtH8oQ,Pho Lan Noodles House,fremont,95,4.0
-6Oa-woG6zSAPiOoM-j7Rw,Mom’s Tofu House,fremont,596,4.0
h4q6bTNB13BJeC7oyb6fEQ,El Tacuache,fremont,16,4.5
7mX6-odwQvSX2XUhOGMrYA,Shang Cafe,fremont,154,4.0
HBaqd1MiDDi9fjI63aaLfQ,Aniki’s Sushi,fremont,2336,4.0
cXbrc22cJaLRpJ0oKRdERA,Full House Dumpling,fremont,274,3.5
jJJDuL9T13q5sES1dszdlA,Kitayama,fremont,163,4.0
wsItLDFApR8eR0evXWyPNg,I-Shanghai Delight,fremont,521,3.5
hxCmnvcFhNgcu0P8hNBYzQ,Duan Chun Zhen Noodle House,fremont,68,3.5
qbCYb2GM7gT7vhEqEals8w,BunBao,fremont,128,3.5
f6tDAJkjy8kkJ5AOsZMLkA,Pho Thin Hanoi Vietnamese Restaurant,fremont,44,4.0
HQdE3-eWIGOOhhS00fBceQ,Olive Garden Italian Restaurant,fremont,806,3.0
eFC7vWSJO2Ua5poPjShoww,De Afghanan Cuisine,fremont,1710,4.0
DC42MrpWtqEeWRmMsn6Z8w,The Everest Momo,fremont,104,4.5
b7d2RxhFeRUl1CMvT_krIw,Northwest China Cuisine,fremont,63,3.5
cRpoLHi1Kwssc8Dpc5AfFw,Zhangfei Hot Pot,fremont,368,4.5
TK8nuVDRXdWq5NK0l0C0-w,Massimo’s,fremont,623,3.5
0wr3sT6j1h0gX4EwdBlhOg,Viet Cafe & Sandwich,fremont,76,4.0
Yxxp6_cKBdtwRRyTXBNF2g,La Orizabeña,fremont,30,4.5
8KtqCuSm9IKDbLddxn65tQ,Little Dipper Shabu Shabu,fremont,1165,4.0
jP07Y4CDmDYmw7kJohSClQ,A Plus HK Style Cafe,fremont,348,3.5
Qgyf5wWw3SHCiohkr2Xlpw,Bundoo Khan,fremont,6,5.0
HBK9GS-NZrWI45IWzqqxqA,iniBurger,fremont,428,4.5
ETeIBzEBfTcHLlCUuvQnTw,Bill’s Cafe,fremont,884,4.0
sr2SoxeYkzgX26zG9YdMow,Mingle’s Mango,fremont,295,4.0
NefeVE154xXLDIj_T-Bn1A,Veg N Chaat Cuisine,fremont,593,4.0
SItVycYFbb0G7lNZQMWmAw,Pearl Bay Restaurant,fremont,291,3.5
Tz0eB2eS-RBqPwYZxEcqhA,Datang Kitchen,fremont,135,4.5
T5p_RxiCOe4zpnaeYHLlGw,Hot Pot Bros,fremont,111,3.5
8owS1h1UMqJ9_moIdVG7og,YY Noodle,fremont,5,4.5
vkrt2AP-HgZcNS_wd_DObw,Spices!,fremont,483,3.5
hmyCeH2pDgaK61Tf_X7gzw,Satomi Sushi,fremont,2381,4.0
OvjcI4y8pIuYhrM38nmhuQ,Kakuna Sushi,fremont,379,4.5
h7Bh54Q6QEdDFtYC0LPxaQ,Mioki Sushi,fremont,1423,4.0
ujnvzV8Ozv9rhH0VX9QCnQ,Eat Up,fremont,6,4.0
Je1uk5G8VSeW2IVb6FeUOQ,Papasan Rolls and Bowls,fremont,369,4.0
vtlnVOhR8hRECIvHaiVAuQ,The GREATROOM,fremont,21,3.5
qOKiXV4yxm40m3Ni9vsQlA,MoMo CooK,fremont,251,4.0
WWZ_RGxed7fZnbQO2nM8zg,East Bay Cafe Depot,fremont,154,4.5
EufHtkIQumzh0J9NW8_RjQ,Local Cafe,fremont,210,3.0
-9uDtOiVlmKwXxNJ5vznaA,Old Taro,fremont,234,4.0
KMeJWd1zxNSHcUTeIaSejg,Frodo Joe’s Petit Cafe,fremont,1064,4.0
pR3N0Jqr0cbe-dxz_5i-Eg,Bodo Lucky Japanese Restaurant,fremont,658,4.0
rZJHyarOtLqtl0fhjI2qGA,Mirchi Meat & Deli,fremont,154,4.5
_-YupkSMXq1kttt3lffB1A,Osumo Poke,fremont,84,4.5
9MyZaiT_7vhTN4tNcW9-ZA,KoKoLo Donburi - Fremont Ranch 99,fremont,24,4.0
V995X_VyYrOuFnXOi2erSA,Chick-fil-A,fremont,599,3.5
HBK9GS-NZrWI45IWzqqxqA,iniBurger,fremont,428,4.5
MhOrBSvdsA6BjdVFifTuJA,Chicken Meets Rice,fremont,95,4.5
CdumDZMVNvPo-fFuUREphg,In-N-Out Burger,fremont,523,4.0
UhMdgcDu6zRADR43uhyfYg,Billy Roys Burger,fremont,283,4.5
M3m4lxP0kWuFkIZcKwHKGg,Krispy Krunchy Chicken,fremont,74,4.0
AGHHqWLDO4j82GreVa-1Kw,Mi Lindo Sinaloa,fremont,347,4.0
wM24MKgNxcWQ3WiZnE7kFA,Dog Haus,fremont,856,4.0
RgNSWBuPr9u0TL3JdUfQIQ,Taqueria Extra,fremont,670,4.0
3sWE2FJe87HSHFe8WXPTcQ,Wendy’s,fremont,109,3.5
RBg9K21Nb8dAgoPvnS9fFA,Wienerschnitzel,fremont,122,4.0
ISzB_KUltHi5Yrvg3hHq2Q,Falafel Corner,fremont,278,4.0
NJmn45h5DRmGUxCHCTFZzA,Panda Express,fremont,230,2.5
_C2H84ApaZS8pHk-5TseIw,McDonald’s,fremont,197,1.5
UxndYTPQ8-mxkyn0VuKKNA,Wendy’s,fremont,115,2.0
4EDQMM4hUWi409y-WoGcug,Popeyes Louisiana Kitchen,fremont,278,2.0
qoLmOjiROES8FdUItRmd1A,McDonald’s,fremont,149,3.0
0U-DWX1Ww1FWBKPgx7XPcQ,Chick-fil-A,fremont,248,3.0
OmBfvSt7sgFwSdsMxE-DFg,Nick The Greek - Fremont,fremont,179,4.0
YspF7M5s5oDG-xvLoBoKdQ,Nation’s Giant Hamburgers,fremont,507,3.5
Z_pP_33BgxZxrTr2ceCFbg,The Habit Burger Grill,fremont,620,3.5
r9ml4ntRXhLAvPYSGCGzkg,Jack in the Box,fremont,93,2.5
z2pw0rndPDZ7soqgxB8jGA,Firehouse Subs,fremont,372,4.0
t0a-gmS9NoNFM6Gnt6sdvQ,Peri Peri Grill House,fremont,78,4.5
8Wi0srNRAF9hSAzg1qnchw,Jack in the Box,fremont,74,2.5
dBVwdKyHFFXq0JDx2-vI9Q,Shihlin Taiwan Street Snacks,fremont,31,4.5
d0WqRKI4lHZ9Ak7f21Nuuw,Carl’s Jr,fremont,92,2.5
VnE96OyzPVJGhhRH5ljxqg,Taco Bell,fremont,302,1.5
uwRzeFoOuSO7aHynZBD5xQ,Wienerschnitzel,fremont,68,3.0
0CBvq_YcrMxzAnF-2GExaA,Halal Wings Plus,fremont,220,4.0
o8JXGeY0vunuBsUdkoxd2w,Five Guys,fremont,1046,3.5
b0-1Kr0_Pnhx3SMoJBGQ1w,McDonald’s,fremont,82,2.5
spmeeYSuXJ6BLst47Djt2A,Chipotle Mexican Grill,fremont,724,2.5
wc493deNyzxJ15ohGuNspA,Vons Chicken - Fremont,fremont,282,4.0
Jx9gylm0D0WbfFCA6OinfA,Wingstop,fremont,399,3.0
43VCVT8EOHzimyp9lkMJhA,Burger King,fremont,101,1.5
FTzRWupfCuZS9QTW7FZtPA,The Port Of Peri Peri,fremont,422,3.5
wbzxHGfqFbltVdjmKnblbw,Spoon Korean Bistro,fremont,313,4.0
qZniuo41sflX0NEciBxueQ,The Counter Fremont,fremont,1214,3.5
HESCKhSKO86q683xYylwNg,McDonald’s,fremont,154,2.5
4jgEktqnD5Iz_XC2obajIQ,Taco Bell,fremont,78,2.5
dQ5k61TE5Gk6HElk_NJlpA,A&W Restaurant,fremont,75,2.0
_lw5TIciy8t9V2HJ6iHerw,MOD Pizza,fremont,386,4.0
60w1K8UdQU8CzfONx4yMEQ,KFC,fremont,111,1.5
ePwUpE_yO18my2YtJUojlQ,Denny’s,fremont,517,2.5
fHEqmzVrXSo956OLCB7r-w,Auntie Anne’s,fremont,0,0.0
Uz7V1Fo0LZgjqtve9oG--w,Panda Express,fremont,101,2.0
U_QkYrLDbrW8OecYNSvyfQ,Jack in the Box,fremont,74,2.0
4AVScR3E2CSfPn5NJjscFQ,McDonald’s,fremont,145,2.5
3yCWho0qrtfKkfkAPEvATw,Jack in the Box,fremont,66,2.5
cc37XejHBiUpu3lsw7wK1Q,Jack in the Box,fremont,117,1.5
shIEf_uJ7UBdGk8yuHQGqw,McDonald’s,fremont,106,2.0
2R-k2dPpzrjQNtCS2HMaNQ,El Gordo Y El Flaco,fremont,45,4.0
ViNQhKtRYtOdtltzXGPaIQ,Blaze Pizza,fremont,1348,3.5
R17Uilq185eSbaKxrCb3sQ,KFC,fremont,194,1.5
yMkWzUNAIi_Es9r2ev64ag,Boudin SF,fremont,614,3.0
z_Ewg9W135JcKpEOftk_Ew,Carl’s Jr,fremont,96,2.0
XUfgAQiYThvhSdB_PZGiRQ,Taqueria Las Vegas,fremont,306,3.0
WOZSlT-ktuzPD3pOpUMOTw,Las Palmas Taqueria,fremont,161,3.5
pSLUu1ytWWGxLd5WR9N0MQ,Mr. Taco,fremont,340,4.0
tWHLviZVn5peZN-Q7H_AvQ,Jack in the Box,fremont,105,2.0
b21TfOZkYhSI4BWQcs5slg,Super Taco,fremont,375,3.5
H8GLq1c-VXz6Krf_tWqqJw,Country Way,fremont,2645,4.0
MLUrlY9YZ9mrlncEe_YAzQ,Burger King,fremont,71,1.5
rIFz5-_7wMPHt-qmw4GYdQ,Jack in the Box,fremont,41,2.0
chy6Zkh1eJmC_vYdbakW4g,Buffalo Wild Wings,fremont,893,2.0
gZxh0GW3aEYv0_TWYd5Tjw,Chipotle Mexican Grill,fremont,127,2.0
RR1sWgdEyGKNEiluQYHaLA,Panera Bread,fremont,656,3.0
Zuw5axgXqcxl6D_47X6CNA,Taco Bell,fremont,181,1.5
PQ2gN2yK3TyE0BOCq7-MEg,Ohlone Deli & Catering,fremont,96,3.5
fTUymCNC78gkq2qwPcURvw,It’s Just Wings,fremont,345,2.0
5tNHL-mkqeEwIdFHsP82Hg,Nashville Hot Chicken Shack,fremont,16,1.5
m6kiLLoMrRH0OmN7GZHDpQ,Boston Market,fremont,228,2.5
yptGzEdiTS3unXogpsPBDA,Bar Bay Grill,union city,661,4.0
8nK6-uY6wBCFj_NAa4lLjA,Pacific PourHouse,union city,1108,4.0
yQVsXwa9f8S0gAXA6h40Ug,Tang’s Haus,union city,187,4.5
Rt0wr7vOaZjkBrhkvxr-ew,Street Food Vibes - Indian Cafe,union city,62,4.5
oN7UY9otv9BYE5I8J54Skg,Mai’s Kitchen,union city,502,4.0
_1-5VSlGm56ZXhLjw3r-OQ,Lotus Cafe,union city,113,4.5
OeV3hnlwZHteA4l6NhLFHA,The Lone Crow,union city,56,4.5
wMjksqEhNJhtdKvFbsXWrQ,Texas Roadhouse,union city,3696,3.5
i5RlRZwPavkbKXdB_0zOHA,House of Dumplings,union city,1079,4.0
G_qFJBwdgRqjjrapidHPwg,Fong Kee Clay Pot,union city,106,4.0
